taxifromsiam.tripid,taxifromsiam.distance,taxifromsiam.originlat,taxifromsiam.originlon,taxifromsiam.deslat,taxifromsiam.deslon,taxifromsiam.origingrid,taxifromsiam.desgrid,taxifromsiam.totaltriptime,taxifromsiam.totaltriptimetopickup,taxifromsiam.avgspeed,taxifromsiam.trafficdelay,taxifromsiam.trafficdelaytopickup,taxifromsiam.waittime,taxifromsiam.costnew
31263,0.94,13.75165,100.5367,13.74897,100.54463,1261,1262,3,4,21.29032258,1,3,2,38
31264,1.01,13.74728,100.54445,13.7387,100.5426,1262,1324,0,4,34,0,0,5,0
31265,5.72,13.73872,100.54268,13.7318,100.56257,1324,1388,37,4,17.00943396,15,0,5,92
31269,4.64,13.74358,100.55107,13.72273,100.57902,1325,1451,34,0,15.56834532,18,0,0,92
31279,5.35,13.74847,100.54848,13.74433,100.55342,1262,1263,22,11,29.05,2,2,1,64
31280,0.13,13.7441,100.55335,13.74295,100.55307,1325,1325,0,1,25.5,0,0,1,0
31281,2.77,13.74263,100.55302,13.74382,100.55323,1325,1325,9,1,27.59375,2,0,1,50
31282,1.69,13.74318,100.5531,13.7468,100.54435,1325,1262,0,5,25.90243902,0,0,2,0
31283,2.97,13.74633,100.54425,13.74165,100.5539,1262,1325,9,5,28.36619718,0,0,2,47
31284,4.75,13.7415,100.55495,13.72677,100.54455,1325,1386,0,15,25.05691057,0,4,2,0
31294,4.2,13.7446,100.5323,13.73625,100.54622,1261,1324,0,24,30.5,0,1,1,0
31295,2.17,13.73643,100.54623,13.74552,100.53485,1324,1261,6,24,25.05882353,3,1,1,48
31296,1.07,13.74548,100.53547,13.74423,100.54457,1261,1324,0,9,15.02702703,0,4,1,0
31297,0.31,13.7441,100.54487,13.74363,100.54763,1324,1324,1,9,9.555555556,1,4,1,38
31298,1.42,13.74623,100.54815,13.74628,100.5536,1262,1263,0,8,20.08888889,0,2,4,0
